Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score,MEAN_TEMPERATURE,MIN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,SPEED_MAX_GUST,MAX_REL_HUMIDITY,hotel_index,events_total_score,events_max_score,events_avg_score,events_count,events_earliest_day,events_latest_day,events_avg_day,events_primary_segment,events_span_days,events_density,has_major_event,has_multiple_events
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"Large Downtown 2Br condo with Parking steps to Eaton Centre, UofT and SickKids","Downtown Toronto, Toronto",Two-Bedroom Apartment,0.6 miles from downtown,,$242,,,,,,,,,,,,,,,,,,3407,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Fresh and Modern Guest Suite,Toronto,One-Bedroom Apartment,4.4 miles from downtown,,$109,,,,,,,,,,,,,,,,,,3408,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Luxurious Suite in Yorkville,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Two-Bedroom Apartment,1.4 miles from downtown,,$191,,,,,,,,,,,,,,,,,,3409,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Best Western Premier Toronto Airport Carlingview Hotel,"Etobicoke, Toronto (Northeast Mississauga)",King Room - Non-Smoking/Shower Only,10.7 miles from downtown,,$107,,,,,,,,,,,,,,,,,,3410,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,DT Townhome 1BR steps to transit,Toronto,Double Room,3.2 miles from downtown,,$74,,,,,,,,,,,,,,,,,,3411,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"DOWNTOWN, LUXURY CONDO, CN TOWER, ROGERS CENTER, SCOCIA ARENA, UNOBSTRUCTED VIEW","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,,$522,,,,,,,,,,,,,,,,,,3412,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"Toor Hotel Toronto, Part Of Jdv By Hyatt","Downtown Toronto, Toronto",King Room,0.5 miles from downtown,,$203,,,,,,,,,,,,,,,,,,3413,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Holiday Inn Express Toronto-North York by IHG,"North York, Toronto",Standard King Room,10.2 miles from downtown,,$121,,,,,,,,,,,,,,,,,,3414,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Luxury Properties close to Rogers Center in Toronto Downtown Core,"Kensington Market, Toronto (Kensington Market)",Villa,1 miles from downtown,,$660,,,,,,,,,,,,,,,,,,3415,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Gabby's Place Downtown Core,"Cabbagetown, Toronto (Cabbagetown)",Studio,0.8 miles from downtown,,$215,,,,,,,,,,,,,,,,,,3416,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Comfortable Room in Toronto next to Yorkdale mall,Toronto,Standard Family Room,5.6 miles from downtown,,$65,,,,,,,,,,,,,,,,,,3417,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Lovely 2 Bed Condo in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,,$194,,,,,,,,,,,,,,,,,,3418,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Spectacular Suite in the Heart of Toronto,"Fashion District, Toronto (Fashion District)",Two-Bedroom Apartment,1.2 miles from downtown,,$222,,,,,,,,,,,,,,,,,,3419,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Downtown Toronto 2 bedrooms with parking,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$265,,,,,,,,,,,,,,,,,,3420,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Montecassino Hotel & Event Centre,"North York, Toronto",Run Of The House,8.6 miles from downtown,,$145,,,,,,,,,,,,,,,,,,3421,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"Skyline Royale Penthouse - Downtown Toronto - CN Tower View, Balcony, Pool, Hot Tub","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment,0.7 miles from downtown,,$645,,,,,,,,,,,,,,,,,,3422,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Beautiful Luxurious Modern Condo With Breathtaking Views,"Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment,0.7 miles from downtown,,$409,,,,,,,,,,,,,,,,,,3423,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Residence Inn by Marriott Toronto Downtown / Entertainment District,"Entertainment District, Toronto (Entertainment District)",Corner King Studio,0.7 miles from downtown,,$413,,,,,,,,,,,,,,,,,,3424,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Spectacular 3 BR 2 WR House - Close to Airport,"Etobicoke, Toronto",Three-Bedroom Apartment,9.4 miles from downtown,,$181,,,,,,,,,,,,,,,,,,3425,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,La TUMU,"The Village, Toronto (The Village)",Queen Studio,0.9 miles from downtown,,$197,,,,,,,,,,,,,,,,,,3426,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"Room in cozy house close to Lawrence Ave, WiFi, parking","North York, Toronto",Deluxe Double or Twin Room,5.5 miles from downtown,,$71,,,,,,,,,,,,,,,,,,3427,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Cozy & Modern Ensuite Basement Rooms - Steps to Subway & Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,6.8 miles from downtown,,$77,,,,,,,,,,,,,,,,,,3428,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Burano Condo 1 BD in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,0.7 miles from downtown,Late Escape Deal,$203,,,,,,,,,,,,,,,,,,3429,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Xiao Wang,"The Annex, Toronto (The Annex)",Queen Room with Garden View,1.6 miles from downtown,,$250,,,,,,,,,,,,,,,,,,3430,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Large 2BR on Bay Street 4 Beds with Balcony,"Downtown Toronto, Toronto",Two-Bedroom Deluxe Apartment with Balcony,0.7 miles from downtown,,$325,,,,,,,,,,,,,,,,,,3431,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Downtown Toronto Condo CN Tower,"The Harbourfront, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,Late Escape Deal,$215,,,,,,,,,,,,,,,,,,3432,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Filmores Hotel,"Downtown Toronto, Toronto",Queen Room,0.6 miles from downtown,,$143,,,,,,,,,,,,,,,,,,3433,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Deluxe Queen Rooms Downtown,Toronto,Queen Room with Shared Bathroom,2.9 miles from downtown,,$112,,,,,,,,,,,,,,,,,,3434,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Downtown Luxury Victorian Retreat,"Cabbagetown, Toronto (Cabbagetown)",Deluxe Queen Room with Garden View,0.8 miles from downtown,,$260,,,,,,,,,,,,,,,,,,3435,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Modern Apartment Close To The Beach with Parking,Toronto,Two-Bedroom Apartment,3.6 miles from downtown,,$252,,,,,,,,,,,,,,,,,,3436,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",Double Guest Room,10.8 miles from downtown,,$185,,,,,,,,,,,,,,,,,,3437,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Modern 1BD Apartment with Balcony DT Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,0.9 miles from downtown,Late Escape Deal,$203,,,,,,,,,,,,,,,,,,3438,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Upgraded Rooms with Bath 7-min to Subway Near Downsview Rogers Stadium,"North York, Toronto",Double Room with Private Bathroom,7.7 miles from downtown,,$105,,,,,,,,,,,,,,,,,,3439,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Downtown Toronto 3 Bedrooms - 1 Free Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,1.4 miles from downtown,,$214,,,,,,,,,,,,,,,,,,3440,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Suite in the heart of downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.4 miles from downtown,,$197,,,,,,,,,,,,,,,,,,3441,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,"BISHA, a Luxury Collection Hotel, Toronto","Entertainment District, Toronto (Entertainment District)",The Nina King Room with City View,0.7 miles from downtown,,$408,,,,,,,,,,,,,,,,,,3442,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Central Downtown Toronto - Trinity Bellwood Park,"Downtown Toronto, Toronto",Two-Room Apartment,1.4 miles from downtown,,$111,,,,,,,,,,,,,,,,,,3443,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,3 BR Panoramas Lake Ontario and CN Tower View,"Downtown Toronto, Toronto",Three-Bedroom Apartment with Balcony,0.7 miles from downtown,Late Escape Deal,$271,,,,,,,,,,,,,,,,,,3444,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,Classy and Luxury 2 bedroom apartment 5 mins to Dundas Square,"The Village, Toronto (The Village)",Two-Bedroom Apartment,0.5 miles from downtown,Late Escape Deal,$251,,,,,,,,,,,,,,,,,,3445,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-29,booking.com,2.0,2025-10-13,2025-10-15,A Seaton Dream,"Cabbagetown, Toronto (Cabbagetown)",Queen Room,0.8 miles from downtown,,$200,,,,,,,,,,,,,,,,,,3446,109.49,11.2,4.76,23,0,1,0.65,Unknown,1,11.5,1,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Modern Private Room Private Bathroom with King Bed with TV and Optional Balcony 10 minutes to Rogers Stadium Midtown Downtown Toronto,"North York, Toronto",Triple Room with Private Bathroom,,Limited-time Deal,$98,,,,,,,,7.5 miles from downtown,,,,,,,,,,3447,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"The Slate Hotel Downtown, Sonder by Marriott Bonvoy","Entertainment District, Toronto (Entertainment District)",Queen Room,,,$278,,,,,,,,0.7 miles from downtown,,,,,,,,,,3448,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double or Twin Room,,,$261,,,,,,,,0.6 miles from downtown,,,,,,,,,,3449,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",Standard Room,,,$116,,,,,,,,10.5 miles from downtown,,,,,,,,,,3450,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Double Room with Two Double Beds,,,$203,,,,,,,,0.5 miles from downtown,,,,,,,,,,3451,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,,,$147,,,,,,,,1.1 miles from downtown,,,,,,,,,,3452,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Tower Deluxe Suite,,,$266,,,,,,,,0.3 miles from downtown,,,,,,,,,,3453,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Town Inn Suites Hotel,"The Village, Toronto (The Village)",Deluxe King Suite,,,$169,,,,,,,,1.2 miles from downtown,,,,,,,,,,3454,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard Double Room with Two Double Beds,,,$243,,,,,,,,0.7 miles from downtown,,,,,,,,,,3455,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,,,$305,,,,,,,,0.3 miles from downtown,,,,,,,,,,3456,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Room with Two Queen Beds - Non-Smoking,,,$119,,,,,,,,11 miles from downtown,,,,,,,,,,3457,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Pan Pacific Toronto,"North York, Toronto",Deluxe Room King Bed,,,$109,,,,,,,,7.3 miles from downtown,,,,,,,,,,3458,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Queen Room - Non-Smoking,,,$106,,,,,,,,9 miles from downtown,,,,,,,,,,3459,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Junior Suite - CN Tower View,,,$285,,,,,,,,0.3 miles from downtown,,,,,,,,,,3460,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 1 Queen",,,$321,,,,,,,,0.1 miles from downtown,,,,,,,,,,3461,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",,,$126,,,,,,,,10.7 miles from downtown,,,,,,,,,,3462,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,,,$123,,,,,,,,11.2 miles from downtown,,,,,,,,,,3463,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,,,$137,,,,,,,,11 miles from downtown,,,,,,,,,,3464,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Racetrack King,,,$215,,,,,,,,11.9 miles from downtown,,,,,,,,,,3465,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Delta Suites - In Downtown Toronto, Opposite Scotiabank Arena, CN Tower, Rogers Centre & MTCC","Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$278,,,,,,,,0.6 miles from downtown,,,,,,,,,,3466,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Stylish One Bedroom Suite - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$253,,,,,,,,0.7 miles from downtown,,,,,,,,,,3467,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,,,$408,,,,,,,,0.4 miles from downtown,,,,,,,,,,3468,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,,,$126,,,,,,,,10.9 miles from downtown,,,,,,,,,,3469,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,,,$335,,,,,,,,2.3 miles from downtown,,,,,,,,,,3470,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Embassy Suites By Hilton Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Two-Room King Suite,,,$147,,,,,,,,11 miles from downtown,,,,,,,,,,3471,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds - Renovated,,,$389,,,,,,,,0.5 miles from downtown,,,,,,,,,,3472,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Luxury King Room,,,$305,,,,,,,,0.7 miles from downtown,,,,,,,,,,3473,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Three-Bedroom Apartment,,,$278,,,,,,,,1.1 miles from downtown,,,,,,,,,,3474,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Hotel X Toronto, a Destination by Hyatt Hotel",Toronto,Deluxe King Room,,,$393,,,,,,,,2 miles from downtown,,,,,,,,,,3475,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",King Room,,,$243,,,,,,,,1.4 miles from downtown,,,,,,,,,,3476,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Classic Room,,,$357,,,,,,,,0.5 miles from downtown,,,,,,,,,,3477,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Novotel Toronto North York,"North York, Toronto",Executive King Room with Sofa Bed,,,$224,,,,,,,,8.2 miles from downtown,,,,,,,,,,3478,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,,,$387,,,,,,,,0.5 miles from downtown,,,,,,,,,,3479,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hilton Toronto,"Financial District, Toronto (Financial District)",Queen Room with Two Queen Beds,,,$296,,,,,,,,0.2 miles from downtown,,,,,,,,,,3480,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,KozyStay Toronto,"North York, Toronto",Three-Bedroom House,,,$206,,,,,,,,9 miles from downtown,,,,,,,,,,3481,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,,,$129,,,,,,,,11 miles from downtown,,,,,,,,,,3482,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,The Parkdale Hostellerie,Toronto,Apartment with Terrace,,,$95,,,,,,,,2.6 miles from downtown,,,,,,,,,,3483,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Woodbine Hotel & Suites,"Etobicoke, Toronto",King Room,,,$111,,,,,,,,11.3 miles from downtown,,,,,,,,,,3484,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard King Room with Mobility Accessible Tub,,,$150,,,,,,,,10.5 miles from downtown,,,,,,,,,,3485,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Delta Hotels by Marriott Toronto Airport & Conference Centre,"Etobicoke, Toronto",King Guest Room,,,$147,,,,,,,,10.2 miles from downtown,,,,,,,,,,3486,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Deluxe King Room,,,$270,,,,,,,,1.3 miles from downtown,,,,,,,,,,3487,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Adas Guesthouse,"Downtown Toronto, Toronto",Standard Queen Room,,,$110,,,,,,,,1.3 miles from downtown,,,,,,,,,,3488,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard King Room,,,$129,,,,,,,,9.9 miles from downtown,,,,,,,,,,3489,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Union Hotel,"Financial District, Toronto (Financial District)",Queen Room,,,$305,,,,,,,,0.4 miles from downtown,,,,,,,,,,3490,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Queen Room,,,$306,,,,,,,,0.9 miles from downtown,,,,,,,,,,3491,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room,,,$275,,,,,,,,0.7 miles from downtown,,,,,,,,,,3492,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Parc Suites - Entertainment District Toronto,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,,,$253,,,,,,,,0.4 miles from downtown,,,,,,,,,,3493,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Concierge level, Guest room, 1 King, City view",,,$555,,,,,,,,0.8 miles from downtown,,,,,,,,,,3494,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,SkyHigh Haven LED-Lit Downtown Condo Retreat,"Downtown Toronto, Toronto",Two-Bedroom Apartment,,,$143,,,,,,,,1.1 miles from downtown,,,,,,,,,,3495,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Queen Room,,,$371,,,,,,,,0.6 miles from downtown,,,,,,,,,,3496,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
2025-09-21,booking.com,2.0,2025-10-03,2025-10-06,Old Mill Toronto Hotel,"Etobicoke, Toronto",Basic Queen Room,,,$236,,,,,,,,5.5 miles from downtown,,,,,,,,,,3497,402.22,8.8,3.94,102,0,2,0.96,Music,2,34.0,0,1
