Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre,event_score
Toronto Maple Leafs vs Edmonton Oilers,2025-12-13,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
SLANDER,2025-09-26,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Calgary Flames,2025-10-28,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
All Things Go Music Festival - Saturday,2025-10-04,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Chicago Blackhawks,2025-12-16,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs TBD,2025-12-14,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Portland Trail Blazers,2025-12-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Brooklyn Nets,2025-10-17,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Detroit Red Wings,2025-10-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Montreal Canadiens,2025-10-08,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
All Things Go Music Festival - Sunday,2025-10-05,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
THE B-52s * DEVO: COSMIC DE-EVOLUTION TOUR,2025-09-24,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Boston Celtics,2025-12-07,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Raptors 905 vs Capital City Go-Go,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs St. Louis Blues,2025-11-18,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Montreal Canadiens,2025-12-06,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Charlotte Hornets,2025-12-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Charlotte Hornets,2025-11-17,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Tampa Bay Lightning,2025-12-08,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Houston Rockets,2025-10-29,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
$uicideboy$ - Social Pass,2025-09-27,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Los Angeles Lakers,2025-12-04,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Montreal Canadiens,2025-09-27,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
$uicideboy$,2025-09-27,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Columbus Blue Jackets,2025-11-20,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Detroit Red Wings,2025-10-13,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
2025 Budweiser Stage Ticket Bank,2025-10-31,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs TBA,2025-10-31,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Corona Premium Lawn Experience - $uicideboy$,2025-09-27,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
2025 Budweiser Stage Season Deposit,2025-10-31,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
2025-26 Raptor Upgrade Test,2025-12-01,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Budweiser Stage Season Seats,2025-11-30,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Corona Premium Lawn Experience - Lainey Wilson,2025-09-25,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Boston Celtics,2025-10-10,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Lainey Wilson: Whirlwind World Tour - Social Pass,2025-09-25,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Cleveland Cavaliers,2025-11-24,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Boston Celtics,2025-12-20,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Milwaukee Bucks,2025-10-24,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Pittsburgh Penguins,2025-12-23,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Memphis Grizzlies,2025-11-02,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Pittsburgh Penguins,2025-11-03,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Nashville Predators,2025-10-14,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs New Jersey Devils,2025-10-21,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Corona Premium Lawn Experience - Shawn Mendes,2025-09-28,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs New York Rangers,2025-10-16,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Corona Premium Lawn Experience - Alice Cooper,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Alice Cooper & Judas Priest Live - Social Pass,2025-09-29,Budweiser Stage,909 Lake Shore Blvd W,43.6292498,-79.417428,Unknown,Unknown,Unknown,2.4
Toronto Maple Leafs vs Utah Mammoth,2025-11-05,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Washington Wizards,2025-11-21,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Brooklyn Nets,2025-11-23,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Milwaukee Bucks,2025-11-04,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Toronto Raptors vs Indiana Pacers,2025-11-26,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,Unknown,Unknown,Unknown,2.4
Gabby Bernstein: The Universe Has Your Back,2025-10-29,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.33
A Conversation with Kamala Harris,2025-11-16,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.33
Neil Degrasse Tyson - This Just In: Latest Discoveries in the Universe,2025-12-04,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Miscellaneous,Family,Other,2.33
An Evening with Georges St-Pierre: The Instinct of a Champion,2025-09-29,Meridian Hall,1 Front Street East,43.6468182,-79.3766657,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.33
Alison Roman Live,2025-11-20,The Danforth Music Hall,147 Danforth Ave.,43.6764492,-79.3571014,Miscellaneous,Community/Civic,Community/Civic,2.33
Casa Loma General Admission,2025-10-16,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-10-09,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
"LEGENDS, Presented By The Canadian Songwriters Hall Of Fame And RBC",2025-10-17,Meridian Arts Centre: Lyric Theatre,5040 Yonge Street,43.766031,-79.414375,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-10-05,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-12-04,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Malala Yousafzai: Finding My Way Book Tour,2025-11-07,Queen Elizabeth Theatre,190 Princes' Blvd.,43.6325941,-79.4203915,Miscellaneous,Community/Civic,Community/Civic,2.1
The United Nations of Comedy,2025-10-05,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Miscellaneous,Family,Other,2.1
Casa Loma General Admission,2025-09-25,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-12-06,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma General Admission,2025-09-24,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-09-29,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-12-07,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-12-14,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-12-13,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-12-11,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Ethan Regan: Pre-Show Hang + Performance - DOES NOT INCLUDE A TICKET,2025-09-29,Horseshoe Tavern,370 Queen St. W.,43.6490438,-79.395913,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-11-22,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-11-29,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma General Admission,2025-11-28,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-10,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-09,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-19,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-23,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-12,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-29,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-01,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-24,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-27,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-11,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-20,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-18,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-02,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-16,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Jorge Lozano H - Libera La Fiera,2025-10-31,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.1
Casa Loma General Admission,2025-11-17,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-05,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-15,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-30,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-26,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-13,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-11-30,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma General Admission,2025-11-14,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-07,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-21,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-04,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-06,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-25,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-22,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-03,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-11-08,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma - Wreaths Workshop,2025-11-27,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma General Admission,2025-09-26,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-09-28,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Ziosaaa Presents: Lez Get Physical,2025-11-21,The Opera House,735 Queen St. E.,43.6590002,-79.3487743,Miscellaneous,Community/Civic,Community/Civic,2.1
In Conversation: Jillian Harris & Justin Pasutto,2025-10-21,Meridian Arts Centre: Lyric Theatre,5040 Yonge Street,43.766031,-79.414375,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.1
The United Nations of Comedy,2025-10-03,Meridian Arts Centre: George Weston,5040 Yonge Street,43.7661379,-79.4142505,Miscellaneous,Family,Other,2.1
Casa Loma - Wreaths Workshop,2025-11-20,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma General Admission,2025-09-30,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Casa Loma General Admission,2025-09-27,Casa Loma,1 Austin Terrace,43.6781377,-79.409615,Miscellaneous,Undefined,Undefined,2.1
Slavoj Zizek Live!,2025-10-22,The Elgin & Winter Garden Theatres,189 Yonge St.,43.6529194,-79.3794517,Miscellaneous,Lecture/Seminar,Lecture/Seminar,2.1
Casa Loma - Wreaths Workshop,2025-12-18,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-11-23,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-12-21,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Casa Loma - Wreaths Workshop,2025-12-20,Casa Loma,1 Austin Terrace,43.678088,-79.409401,Miscellaneous,Unknown,Unknown,2.1
Suites: Toronto Sceptres VS. Ottawa Charge,2024-12-31,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
MHC at SBA Game 1,2025-12-26,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
Ronald Cheng,2025-10-25,Meridian Hall,1 Front St E,43.6467,-79.376,Unknown,Unknown,Unknown,2.0
Amine,2025-10-10,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Toronto Sceptres Home Game 3,2025-12-23,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
Dijon: 2025-2026,2025-11-25,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Toronto Sceptres Home Game 4,2025-12-30,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
The Band CAMINO,2025-11-09,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
KING PRINCESS - THE GIRL VIOLENCE TOUR,2025-11-04,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Jeremy Zucker - Garden State Tour,2025-10-09,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Amine,2025-10-11,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Portugal. The Man - The Denali Tour,2025-11-27,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Ripe and Allen Stone - The Get Sweet Tour,2025-12-06,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Dermot Kennedy - A promised return: special intima,2025-10-23,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Waterparks - The Prowler Tour,2025-11-23,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Sammy Virji,2025-11-08,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
PVRIS,2025-12-03,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Honey Dijon,2025-11-21,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
LAYTON GIORDANI,2025-11-15,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Bladee -  Martyr Tour,2025-10-12,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Toronto Sceptres Home Game 2,2025-12-04,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
Matt Maeson,2025-10-22,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Hot Mulligan,2025-10-30,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Raekwon & Mobb Deep,2025-12-02,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Chris Lake: CHEMISTRY ALBUM TOUR,2025-11-29,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Toronto Sceptres Home Game 1,2025-11-29,Coca-Cola Coliseum,45 Manitoba Drive,43.6350968,-79.41572429999997,Unknown,Unknown,Unknown,2.0
Chris Lake: CHEMISTRY ALBUM TOUR,2025-11-28,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
All Them Witches,2025-12-09,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
"RAY VOLPE - FOREVER, VOLPETRON TOUR",2025-11-22,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
All Time Low,2025-11-05,History,1663 Queen St. East,43.66684147,-79.31351149000001,Unknown,Unknown,Unknown,2.0
Orwell: 2 + 2 = 5,2025-10-05,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-05,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Orwell: 2 + 2 = 5,2025-10-07,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-07,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-01,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Plainclothes,2025-10-01,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Reason Over Passion,2025-11-05,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Plainclothes,2025-10-01,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
The Far Shore,2025-11-19,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
The History of Sound,2025-10-01,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
The History of Sound,2025-09-28,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-14,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Werewolf with recorded intro by Ashley McKenzie,2025-10-14,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Eleanor the Great,2025-10-02,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Predators,2025-10-03,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
"Magnificent Obsession, with Cameron Bailey",2025-10-07,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Piano Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,Unknown,Unknown,Unknown,1.8
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-03,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Predators,2025-10-03,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
4+ Concert Flex Pack,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,Unknown,Unknown,Unknown,1.8
The Little Mermaid,2025-10-03,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Select Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,Unknown,Unknown,Unknown,1.8
Frankenstein (35mm),2025-10-21,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Eleanor the Great,2025-09-28,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
MUSE Series,2025-09-30,Jane Mallet Theatre,27 Front St E,43.64737,-79.37519,Unknown,Unknown,Unknown,1.8
Plainclothes,2025-09-30,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Eleanor the Great,2025-09-30,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Orwell: 2 + 2 = 5,2025-10-03,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Orwell: 2 + 2 = 5,2025-10-03,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Ballad of a Small Player,2025-10-22,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Peak Everything,2025-09-27,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
The Baltimorons,2025-09-27,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Eleanor the Great,2025-09-27,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Plainclothes,2025-09-28,TIFF Lightbox Cinema 5,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Aisha's Story,2025-09-28,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
The History of Sound,2025-10-02,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
Plainclothes,2025-10-02,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
A House of Dynamite,2025-10-16,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.39043,Unknown,Unknown,Unknown,1.8
